,Nombre,Enlace
0,PashmakandGraph,http://codeforces.com/problemset/problem/459/E
1,Civilization,http://codeforces.com/problemset/problem/455/C
2,SerejaandBrackets,http://codeforces.com/problemset/problem/380/C
3,Propagatingtree,http://codeforces.com/problemset/problem/383/C
4,XORonSegment,http://codeforces.com/problemset/problem/242/E
5,YetAnotherTaskwithQueens,http://codeforces.com/problemset/problem/131/E
6,MashmokhandReverseOperation,http://codeforces.com/problemset/problem/414/C
7,ChoosingBalls,http://codeforces.com/problemset/problem/264/C
8,Subsegments,http://codeforces.com/problemset/problem/69/E
9,SausageMaximization,http://codeforces.com/problemset/problem/282/E
10,GameswithRectangle,http://codeforces.com/problemset/problem/128/C
11,RidinginaLift,http://codeforces.com/problemset/problem/479/E
12,FoolsandRoads,http://codeforces.com/problemset/problem/191/C
13,Enemyisweak,http://codeforces.com/problemset/problem/61/E
14,Cipher,http://codeforces.com/problemset/problem/156/C
15,FlawedFlow,http://codeforces.com/problemset/problem/269/C
16,GregandFriends,http://codeforces.com/problemset/problem/295/C
17,Fish,http://codeforces.com/problemset/problem/16/E
18,MainSequence,http://codeforces.com/problemset/problem/286/C
19,JzzhuandApples,http://codeforces.com/problemset/problem/449/C
20,ArthurandBrackets,http://codeforces.com/problemset/problem/508/E
21,LittleElephantandLCM,http://codeforces.com/problemset/problem/258/C
22,PrefixProductSequence,http://codeforces.com/problemset/problem/487/C
23,LuckySubsequence,http://codeforces.com/problemset/problem/145/C
24,InterestingGame,http://codeforces.com/problemset/problem/87/C
25,Zero-One,http://codeforces.com/problemset/problem/135/C
26,Divisors,http://codeforces.com/problemset/problem/448/E
27,GameonTree,http://codeforces.com/problemset/problem/280/C
28,LastChance,http://codeforces.com/problemset/problem/137/E
29,BuildString,http://codeforces.com/problemset/problem/237/E
30,NumberTransformationII,http://codeforces.com/problemset/problem/346/C
31,DoubleProfiles,http://codeforces.com/problemset/problem/154/C
32,NumberTransformation,http://codeforces.com/problemset/problem/251/C
33,PrefixProductSequence,http://codeforces.com/problemset/problem/488/E
34,DZYLovesFibonacciNumbers,http://codeforces.com/problemset/problem/446/C
35,DZYLovesColors,http://codeforces.com/problemset/problem/444/C
36,LittleElephantandShifts,http://codeforces.com/problemset/problem/220/C
37,InnaandBinaryLogic,http://codeforces.com/problemset/problem/400/E
38,MartianStrings,http://codeforces.com/problemset/problem/149/E
39,DevuandBirthdayCelebration,http://codeforces.com/problemset/problem/439/E
40,IahubandPermutations,http://codeforces.com/problemset/problem/340/E
41,Hiking,http://codeforces.com/problemset/problem/489/E
42,SplittingtheUniqueness,http://codeforces.com/problemset/problem/297/C
43,GeorgeandCards,http://codeforces.com/problemset/problem/387/E
44,DimaandMagicGuitar,http://codeforces.com/problemset/problem/366/E
45,SkiBase,http://codeforces.com/problemset/problem/91/C
46,WrongFloyd,http://codeforces.com/problemset/problem/350/E
47,EmpireStrikesBack,http://codeforces.com/problemset/problem/300/E
48,MushroomGnomes-2,http://codeforces.com/problemset/problem/138/C
49,ParkingLot,http://codeforces.com/problemset/problem/219/E
50,XeniaandTree,http://codeforces.com/problemset/problem/342/E
51,Cactus,http://codeforces.com/problemset/problem/231/E
52,Anniversary,http://codeforces.com/problemset/problem/226/C
53,Hackit!,http://codeforces.com/problemset/problem/468/C
54,GraphReconstruction,http://codeforces.com/problemset/problem/329/C
55,HelpCaretaker,http://codeforces.com/problemset/problem/142/C
56,MartianLuck,http://codeforces.com/problemset/problem/216/E
57,Collisions,http://codeforces.com/problemset/problem/34/E
58,ChipPlay,http://codeforces.com/problemset/problem/89/C
59,BeautifulSet,http://codeforces.com/problemset/problem/364/C
60,StrictlyPositiveMatrix,http://codeforces.com/problemset/problem/402/E
61,SquareTiling,http://codeforces.com/problemset/problem/432/E
62,Game,http://codeforces.com/problemset/problem/277/C
63,DreamoonandStrings,http://codeforces.com/problemset/problem/476/E
64,CounterAttack,http://codeforces.com/problemset/problem/190/E
65,ThreeHorses,http://codeforces.com/problemset/problem/271/E
66,PlayingwithString,http://codeforces.com/problemset/problem/305/E
67,ColoradoPotatoBeetle,http://codeforces.com/problemset/problem/243/C
68,ThreeSwaps,http://codeforces.com/problemset/problem/339/E
69,CyclicalQuest,http://codeforces.com/problemset/problem/235/C
70,PetyaandPipes,http://codeforces.com/problemset/problem/362/E
71,Commonancestor,http://codeforces.com/problemset/problem/49/E
72,Neatness,http://codeforces.com/problemset/problem/359/E
73,YaroslavandAlgorithm,http://codeforces.com/problemset/problem/301/C
74,StrangeSorting,http://codeforces.com/problemset/problem/484/C
75,HelpingPeople,http://codeforces.com/problemset/problem/494/C
76,DimaandKicks,http://codeforces.com/problemset/problem/358/E
77,HammingDistance,http://codeforces.com/problemset/problem/193/C
78,DeliveringCarcinogen,http://codeforces.com/problemset/problem/198/C
79,GraphCutting,http://codeforces.com/problemset/problem/405/E
80,TheLastHole!,http://codeforces.com/problemset/problem/274/C
81,CirclingRoundTreasures,http://codeforces.com/problemset/problem/375/C
82,LuckyTickets,http://codeforces.com/problemset/problem/333/C
83,HelpGregtheDwarf,http://codeforces.com/problemset/problem/98/C
84,Transportation,http://codeforces.com/problemset/problem/203/E
85,Ship'sShortestPath,http://codeforces.com/problemset/problem/75/E
86,HorseRaces,http://codeforces.com/problemset/problem/95/D
87,RolandandRose,http://codeforces.com/problemset/problem/460/E
88,BinaryKey,http://codeforces.com/problemset/problem/332/E
89,YetAnotherNumberSequence,http://codeforces.com/problemset/problem/392/C
90,Piglet'sBirthday,http://codeforces.com/problemset/problem/248/E
91,InnaandLargeSweetMatrix,http://codeforces.com/problemset/problem/390/E
92,TwoCircles,http://codeforces.com/problemset/problem/363/E
93,FoxAndDinner,http://codeforces.com/problemset/problem/510/E
94,KseniaandCombinatorics,http://codeforces.com/problemset/problem/382/E
95,MishaandPalindromeDegree,http://codeforces.com/problemset/problem/501/E
96,Expression,http://codeforces.com/problemset/problem/58/E
97,LightbulbforMinister,http://codeforces.com/problemset/problem/394/E
98,CleverFatRat,http://codeforces.com/problemset/problem/185/C
99,MUHandLotsandLotsofSegments,http://codeforces.com/problemset/problem/471/E
