,Nombre,Enlace
0,Rewards,http://codeforces.com/problemset/problem/448/A
1,KyoyaandPhotobooks,http://codeforces.com/problemset/problem/554/A
2,PlayingwithDice,http://codeforces.com/problemset/problem/378/A
3,GeorgeandAccommodation,http://codeforces.com/problemset/problem/467/A
4,BearandFindingCriminals,http://codeforces.com/problemset/problem/680/B
5,Table,http://codeforces.com/problemset/problem/359/A
6,Lever,http://codeforces.com/problemset/problem/376/A
7,DrazilandDate,http://codeforces.com/problemset/problem/515/A
8,Exams,http://codeforces.com/problemset/problem/194/A
9,BearandFiveCards,http://codeforces.com/problemset/problem/680/A
10,AmrandMusic,http://codeforces.com/problemset/problem/507/A
11,InitialBet,http://codeforces.com/problemset/problem/478/A
12,GameWithSticks,http://codeforces.com/problemset/problem/451/A
13,"Devu,theSingerandChuru,theJoker",http://codeforces.com/problemset/problem/439/A
14,Joysticks,http://codeforces.com/problemset/problem/651/A
15,Arrays,http://codeforces.com/problemset/problem/572/A
16,CaseoftheZerosandOnes,http://codeforces.com/problemset/problem/556/A
17,MultiplicationTable,http://codeforces.com/problemset/problem/577/A
18,CurrencySysteminGeraldion,http://codeforces.com/problemset/problem/560/A
19,DominoEffect,http://codeforces.com/problemset/problem/405/B
20,CaseofFakeNumbers,http://codeforces.com/problemset/problem/556/B
21,SerejaandStairs,http://codeforces.com/problemset/problem/381/B
22,BearandPoker,http://codeforces.com/problemset/problem/573/A
23,I.O.U.,http://codeforces.com/problemset/problem/376/B
24,Nuts,http://codeforces.com/problemset/problem/402/A
25,TheWall,http://codeforces.com/problemset/problem/340/A
26,Semifinals,http://codeforces.com/problemset/problem/378/B
27,ValuableResources,http://codeforces.com/problemset/problem/485/B
28,"Prizes,Prizes,morePrizes",http://codeforces.com/problemset/problem/208/D
29,FoxandNumberGame,http://codeforces.com/problemset/problem/389/A
30,SimpleGame,http://codeforces.com/problemset/problem/570/B
31,Elections,http://codeforces.com/problemset/problem/570/A
32,StringsofPower,http://codeforces.com/problemset/problem/318/B
33,Permutation,http://codeforces.com/problemset/problem/359/B
34,ArtUnion,http://codeforces.com/problemset/problem/416/B
35,DiversePermutation,http://codeforces.com/problemset/problem/482/A
36,MUHandSticks,http://codeforces.com/problemset/problem/471/A
37,KyoyaandColoredBalls,http://codeforces.com/problemset/problem/553/A
38,MashmokhandNumbers,http://codeforces.com/problemset/problem/414/A
39,"Devu,theDumbGuy",http://codeforces.com/problemset/problem/439/B
40,RandomTeams,http://codeforces.com/problemset/problem/478/B
41,ChatOnline,http://codeforces.com/problemset/problem/469/B
42,Milkingcows,http://codeforces.com/problemset/problem/383/A
43,BasketballTeam,http://codeforces.com/problemset/problem/107/B
44,DynastyPuzzles,http://codeforces.com/problemset/problem/191/A
45,CaseofMatryoshkas,http://codeforces.com/problemset/problem/555/A
46,Report,http://codeforces.com/problemset/problem/631/C
47,PetyaandInequiations,http://codeforces.com/problemset/problem/111/A
48,GuessYourWayOut!,http://codeforces.com/problemset/problem/507/C
49,NaughtyStonePiles,http://codeforces.com/problemset/problem/226/B
50,GuestFromthePast,http://codeforces.com/problemset/problem/625/A
51,Animals,http://codeforces.com/problemset/problem/35/D
52,Replacement,http://codeforces.com/problemset/problem/570/C
53,InnaandSequence,http://codeforces.com/problemset/problem/374/D
54,InnaandNine,http://codeforces.com/problemset/problem/374/B
55,Zuma,http://codeforces.com/problemset/problem/607/B
56,RationalResistance,http://codeforces.com/problemset/problem/343/A
57,WilburandPoints,http://codeforces.com/problemset/problem/596/C
58,PythagoreanTriples,http://codeforces.com/problemset/problem/707/C
59,IvanandPowersofTwo,http://codeforces.com/problemset/problem/305/C
60,SerejaandSwaps,http://codeforces.com/problemset/problem/425/A
61,MagicFormulas,http://codeforces.com/problemset/problem/424/C
62,TwoHeaps,http://codeforces.com/problemset/problem/353/B
63,ToySum,http://codeforces.com/problemset/problem/405/D
64,VasyaandString,http://codeforces.com/problemset/problem/676/C
65,BearandThreeMusketeers,http://codeforces.com/problemset/problem/574/B
66,JumpingonWalls,http://codeforces.com/problemset/problem/198/B
67,Guessanumber!,http://codeforces.com/problemset/problem/416/A
68,DivisiblebySeven,http://codeforces.com/problemset/problem/375/A
69,Planets,http://codeforces.com/problemset/problem/229/B
70,SecretCombination,http://codeforces.com/problemset/problem/496/B
71,TreeConstruction,http://codeforces.com/problemset/problem/675/D
72,RemaindersGame,http://codeforces.com/problemset/problem/687/B
73,AmrandPins,http://codeforces.com/problemset/problem/507/B
74,GeraldisintoArt,http://codeforces.com/problemset/problem/560/B
75,KayandSnowflake,http://codeforces.com/problemset/problem/685/B
76,DZYLovesChemistry,http://codeforces.com/problemset/problem/445/B
77,TheChildandZoo,http://codeforces.com/problemset/problem/437/D
78,Vasiliy'sMultiset,http://codeforces.com/problemset/problem/706/D
79,AlyonaandtheTree,http://codeforces.com/problemset/problem/682/C
80,PolothePenguinandXORoperation,http://codeforces.com/problemset/problem/288/C
81,UnusualProduct,http://codeforces.com/problemset/problem/405/C
82,Chips,http://codeforces.com/problemset/problem/333/B
83,TwoSubstrings,http://codeforces.com/problemset/problem/550/A
84,TheBigRace,http://codeforces.com/problemset/problem/592/C
85,BoryaandHanabi,http://codeforces.com/problemset/problem/442/A
86,AliceandBob,http://codeforces.com/problemset/problem/346/A
87,Bits,http://codeforces.com/problemset/problem/484/A
88,TheValuesYouCanMake,http://codeforces.com/problemset/problem/687/C
89,Subsegments,http://codeforces.com/problemset/problem/69/E
90,AlternatingCurrent,http://codeforces.com/problemset/problem/343/B
91,SkiBase,http://codeforces.com/problemset/problem/91/C
92,MikeandGeometryProblem,http://codeforces.com/problemset/problem/689/E
93,PoliceStation,http://codeforces.com/problemset/problem/208/C
94,MaximandRestaurant,http://codeforces.com/problemset/problem/261/B
95,XeniaandHamming,http://codeforces.com/problemset/problem/356/B
96,TheRoadtoBerlandisPavedWithGoodIntentions,http://codeforces.com/problemset/problem/228/E
97,ArthurandTable,http://codeforces.com/problemset/problem/557/C
98,Queue,http://codeforces.com/problemset/problem/353/D
99,DominoPrinciple,http://codeforces.com/problemset/problem/56/E
100,Kleofášandthen-thlon,http://codeforces.com/problemset/problem/601/C
101,LittleElephantandElections,http://codeforces.com/problemset/problem/258/B
102,WrongFloyd,http://codeforces.com/problemset/problem/350/E
103,FreeMarket,http://codeforces.com/problemset/problem/364/B
104,StrictlyPositiveMatrix,http://codeforces.com/problemset/problem/402/E
105,Hydra,http://codeforces.com/problemset/problem/243/B
106,FoxAndJumping,http://codeforces.com/problemset/problem/510/D
107,BuildingForest,http://codeforces.com/problemset/problem/195/E
108,VikaandSegments,http://codeforces.com/problemset/problem/610/D
109,Cipher,http://codeforces.com/problemset/problem/156/C
110,FamilDoorandBrackets,http://codeforces.com/problemset/problem/629/C
111,Theseusandlabyrinth,http://codeforces.com/problemset/problem/676/D
112,3-cycles,http://codeforces.com/problemset/problem/41/E
113,Thetable,http://codeforces.com/problemset/problem/226/D
114,RelayRace,http://codeforces.com/problemset/problem/213/C
115,SerejaandPeriods,http://codeforces.com/problemset/problem/314/B
116,LuckyPermutation,http://codeforces.com/problemset/problem/121/C
117,IlyaandRoads,http://codeforces.com/problemset/problem/313/D
118,LittleElephantandFurikandRubik,http://codeforces.com/problemset/problem/204/C
119,RunningTrack,http://codeforces.com/problemset/problem/615/C
120,Minesweeper1D,http://codeforces.com/problemset/problem/404/D
121,WizardsandHugePrize,http://codeforces.com/problemset/problem/167/B
122,SpongebobandSquares,http://codeforces.com/problemset/problem/599/D
123,Numbers,http://codeforces.com/problemset/problem/213/B
124,ShortestPath,http://codeforces.com/problemset/problem/59/E
125,Let'sPlayOsu!,http://codeforces.com/problemset/problem/235/B
126,Triangles,http://codeforces.com/problemset/problem/229/C
127,LiegesofLegendre,http://codeforces.com/problemset/problem/603/C
128,NumberWithTheGivenAmountOfDivisors,http://codeforces.com/problemset/problem/27/E
129,IahubandPermutations,http://codeforces.com/problemset/problem/340/E
130,WetSharkandBlocks,http://codeforces.com/problemset/problem/621/E
131,NumberTransformation,http://codeforces.com/problemset/problem/251/C
132,InvarianceofTree,http://codeforces.com/problemset/problem/576/B
133,AlyonaandStrings,http://codeforces.com/problemset/problem/682/D
134,GiftsbytheList,http://codeforces.com/problemset/problem/681/D
135,MushroomGnomes-2,http://codeforces.com/problemset/problem/138/C
136,Messenger,http://codeforces.com/problemset/problem/631/D
137,LengtheningSticks,http://codeforces.com/problemset/problem/571/A
138,FlawedFlow,http://codeforces.com/problemset/problem/269/C
139,LoveTriangles,http://codeforces.com/problemset/problem/553/C
140,RandomTask,http://codeforces.com/problemset/problem/431/D
141,ModuloSum,http://codeforces.com/problemset/problem/577/B
142,InnaandBinaryLogic,http://codeforces.com/problemset/problem/400/E
143,LittleElephantandLCM,http://codeforces.com/problemset/problem/258/C
144,PreparingfortheContest,http://codeforces.com/problemset/problem/377/B
145,Minimization,http://codeforces.com/problemset/problem/571/B
146,TwoStrings,http://codeforces.com/problemset/problem/223/B
147,GameswithRectangle,http://codeforces.com/problemset/problem/128/C
148,InterestingGame,http://codeforces.com/problemset/problem/87/C
149,PersistentBookcase,http://codeforces.com/problemset/problem/707/D
150,AmrandChemistry,http://codeforces.com/problemset/problem/558/C
151,AppleTree,http://codeforces.com/problemset/problem/348/B
152,FriendsandSubsequences,http://codeforces.com/problemset/problem/689/D
153,MishkaandInterestingsum,http://codeforces.com/problemset/problem/703/D
154,TimetoRaidCowavans,http://codeforces.com/problemset/problem/103/D
155,DecodingGenome,http://codeforces.com/problemset/problem/222/E
156,PointsonPlane,http://codeforces.com/problemset/problem/576/C
157,VitalyandCycle,http://codeforces.com/problemset/problem/557/D
