,Nombre,Enlace
0,GeorgeandAccommodation,http://codeforces.com/problemset/problem/467/A
1,Opponents,http://codeforces.com/problemset/problem/688/A
2,PatrickandShopping,http://codeforces.com/problemset/problem/599/A
3,MashmokhandLights,http://codeforces.com/problemset/problem/415/A
4,Squats,http://codeforces.com/problemset/problem/424/A
5,SerejaandMugs,http://codeforces.com/problemset/problem/426/A
6,SummerCamp,http://codeforces.com/problemset/problem/672/A
7,CaseoftheZerosandOnes,http://codeforces.com/problemset/problem/556/A
8,LuckyString,http://codeforces.com/problemset/problem/110/B
9,QueueonBusStop,http://codeforces.com/problemset/problem/435/A
10,CurrencySysteminGeraldion,http://codeforces.com/problemset/problem/560/A
11,SaitamaDestroysHotel,http://codeforces.com/problemset/problem/608/A
12,Lecture,http://codeforces.com/problemset/problem/499/B
13,UncowedForces,http://codeforces.com/problemset/problem/604/A
14,DrazilandDate,http://codeforces.com/problemset/problem/515/A
15,DifferentisGood,http://codeforces.com/problemset/problem/672/B
16,CaseofFakeNumbers,http://codeforces.com/problemset/problem/556/B
17,Plant,http://codeforces.com/problemset/problem/185/A
18,InfiniteSequence,http://codeforces.com/problemset/problem/675/A
19,K-specialTables,http://codeforces.com/problemset/problem/625/C
20,DigitalCounter,http://codeforces.com/problemset/problem/495/A
21,Xor-tree,http://codeforces.com/problemset/problem/429/A
22,MemoryandTrident,http://codeforces.com/problemset/problem/712/B
23,VasyaandFootball,http://codeforces.com/problemset/problem/493/A
24,LuckyMask,http://codeforces.com/problemset/problem/146/B
25,AlternativeThinking,http://codeforces.com/problemset/problem/603/A
26,Tournament,http://codeforces.com/problemset/problem/27/B
27,SerejaandAlgorithm,http://codeforces.com/problemset/problem/367/A
28,Megacity,http://codeforces.com/problemset/problem/424/B
29,BeautifulPaintings,http://codeforces.com/problemset/problem/651/B
30,PetyaandSquare,http://codeforces.com/problemset/problem/112/B
31,ValuableResources,http://codeforces.com/problemset/problem/485/B
32,ProgressBar,http://codeforces.com/problemset/problem/71/B
33,Garland,http://codeforces.com/problemset/problem/408/B
34,WaroftheCorporations,http://codeforces.com/problemset/problem/625/B
35,MishaandChangingHandles,http://codeforces.com/problemset/problem/501/B
36,Milkingcows,http://codeforces.com/problemset/problem/383/A
37,SerejaandMirroring,http://codeforces.com/problemset/problem/426/B
38,TheChildandHomework,http://codeforces.com/problemset/problem/437/A
39,VasyaandString,http://codeforces.com/problemset/problem/676/C
40,PyramidofGlasses,http://codeforces.com/problemset/problem/676/B
41,RestoringPainting,http://codeforces.com/problemset/problem/675/B
42,PetyaandInequiations,http://codeforces.com/problemset/problem/111/A
43,Buns,http://codeforces.com/problemset/problem/106/C
44,SerejaandPrefixes,http://codeforces.com/problemset/problem/380/A
45,Cthulhu,http://codeforces.com/problemset/problem/103/B
