,Nombre,Enlace
0,ArrivaloftheGeneral,http://codeforces.com/problemset/problem/144/A
1,BeautifulMatrix,http://codeforces.com/problemset/problem/263/A
2,Ultra-FastMathematician,http://codeforces.com/problemset/problem/61/A
3,Blackjack,http://codeforces.com/problemset/problem/104/A
4,HQ9+,http://codeforces.com/problemset/problem/133/A
5,I_love_\%username\%,http://codeforces.com/problemset/problem/155/A
6,PetyaandStrings,http://codeforces.com/problemset/problem/112/A
7,Cookies,http://codeforces.com/problemset/problem/129/A
8,CandyBags,http://codeforces.com/problemset/problem/334/A
9,Drinks,http://codeforces.com/problemset/problem/200/B
10,VasilytheBearandTriangle,http://codeforces.com/problemset/problem/336/A
11,LunchRush,http://codeforces.com/problemset/problem/276/A
12,Cakeminator,http://codeforces.com/problemset/problem/330/A
13,StonesontheTable,http://codeforces.com/problemset/problem/266/A
14,Bit++,http://codeforces.com/problemset/problem/282/A
15,LevkoandTable,http://codeforces.com/problemset/problem/361/A
16,YoungPhysicist,http://codeforces.com/problemset/problem/69/A
17,Chips,http://codeforces.com/problemset/problem/92/A
18,Tram,http://codeforces.com/problemset/problem/116/A
19,QueueattheSchool,http://codeforces.com/problemset/problem/266/B
20,WayTooLongWords,http://codeforces.com/problemset/problem/71/A
21,PresentfromLena,http://codeforces.com/problemset/problem/118/B
22,JeffandDigits,http://codeforces.com/problemset/problem/352/A
23,SlightlyDecreasingPermutations,http://codeforces.com/problemset/problem/285/A
24,Sale,http://codeforces.com/problemset/problem/34/B
25,FancyFence,http://codeforces.com/problemset/problem/270/A
26,Dragons,http://codeforces.com/problemset/problem/230/A
27,Thenumberofpositions,http://codeforces.com/problemset/problem/124/A
28,Translation,http://codeforces.com/problemset/problem/41/A
29,WizardsandDemonstration,http://codeforces.com/problemset/problem/168/A
30,XeniaandRingroad,http://codeforces.com/problemset/problem/339/B
31,LittleElephantandRozdil,http://codeforces.com/problemset/problem/205/A
32,LifeWithoutZeros,http://codeforces.com/problemset/problem/75/A
33,Football,http://codeforces.com/problemset/problem/43/A
34,Dubstep,http://codeforces.com/problemset/problem/208/A
35,MagicNumbers,http://codeforces.com/problemset/problem/320/A
36,StringTask,http://codeforces.com/problemset/problem/118/A
37,LuckyDivision,http://codeforces.com/problemset/problem/122/A
38,Array,http://codeforces.com/problemset/problem/300/A
39,SumofDigits,http://codeforces.com/problemset/problem/102/B
40,k-String,http://codeforces.com/problemset/problem/219/A
41,Puzzles,http://codeforces.com/problemset/problem/337/A
42,NextTest,http://codeforces.com/problemset/problem/27/A
43,Laptops,http://codeforces.com/problemset/problem/456/A
44,PashmakandGarden,http://codeforces.com/problemset/problem/459/A
45,LuckySum,http://codeforces.com/problemset/problem/121/A
46,KuriyamaMirai'sStones,http://codeforces.com/problemset/problem/433/B
47,KitaharaHaruki'sGift,http://codeforces.com/problemset/problem/433/A
48,TheFibonacciSegment,http://codeforces.com/problemset/problem/365/B
49,DifferenceRow,http://codeforces.com/problemset/problem/347/A
50,LittlePigsandWolves,http://codeforces.com/problemset/problem/116/B
51,T-primes,http://codeforces.com/problemset/problem/230/B
52,XeniaandDivisors,http://codeforces.com/problemset/problem/342/A
53,LearningLanguages,http://codeforces.com/problemset/problem/277/A
54,TheChildandToy,http://codeforces.com/problemset/problem/437/C
55,Sail,http://codeforces.com/problemset/problem/298/B
56,FindMarble,http://codeforces.com/problemset/problem/285/B
57,FreeCash,http://codeforces.com/problemset/problem/237/A
58,RomaandChangingSigns,http://codeforces.com/problemset/problem/262/B
59,DreamoonandWiFi,http://codeforces.com/problemset/problem/476/B
60,DimaandStaircase,http://codeforces.com/problemset/problem/272/C
61,ComparingStrings,http://codeforces.com/problemset/problem/186/A
62,SerejaandArray,http://codeforces.com/problemset/problem/315/B
63,SerejaandSuffixes,http://codeforces.com/problemset/problem/368/B
64,PashmakandFlowers,http://codeforces.com/problemset/problem/459/B
65,SimpleMolecules,http://codeforces.com/problemset/problem/344/B
66,DZYLovesChessboard,http://codeforces.com/problemset/problem/445/A
67,FixedPoints,http://codeforces.com/problemset/problem/347/B
68,HungrySequence,http://codeforces.com/problemset/problem/327/B
69,BuildingPermutation,http://codeforces.com/problemset/problem/285/C
70,RoadConstruction,http://codeforces.com/problemset/problem/330/B
71,LittleGirlandGame,http://codeforces.com/problemset/problem/276/B
72,Fence,http://codeforces.com/problemset/problem/363/B
