,Nombre,Enlace
0,CandyBags,http://codeforces.com/problemset/problem/334/A
1,Word,http://codeforces.com/problemset/problem/59/A
2,DreamoonandStairs,http://codeforces.com/problemset/problem/476/A
3,CutRibbon,http://codeforces.com/problemset/problem/189/A
4,T-primes,http://codeforces.com/problemset/problem/230/B
5,IceSkating,http://codeforces.com/problemset/problem/217/A
6,LittleElephantandBits,http://codeforces.com/problemset/problem/258/A
7,DreamoonandWiFi,http://codeforces.com/problemset/problem/476/B
8,Party,http://codeforces.com/problemset/problem/115/A
9,GregandArray,http://codeforces.com/problemset/problem/295/A
10,TableDecorations,http://codeforces.com/problemset/problem/478/C
11,Checkposts,http://codeforces.com/problemset/problem/427/C
12,ValeraandElections,http://codeforces.com/problemset/problem/369/C
13,PsychosinaLine,http://codeforces.com/problemset/problem/319/B
14,CountingRectanglesisFun,http://codeforces.com/problemset/problem/372/B
15,GregandGraph,http://codeforces.com/problemset/problem/295/B
16,LittleGirlandMaximumSum,http://codeforces.com/problemset/problem/276/C
17,RentingBikes,http://codeforces.com/problemset/problem/363/D
18,Treasure,http://codeforces.com/problemset/problem/494/A
19,DZYLovesSequences,http://codeforces.com/problemset/problem/446/A
20,ColortheFence,http://codeforces.com/problemset/problem/349/B
21,ColorfulGraph,http://codeforces.com/problemset/problem/246/D
22,ZeroTree,http://codeforces.com/problemset/problem/274/B
23,King'sPath,http://codeforces.com/problemset/problem/242/C
24,InterestingArray,http://codeforces.com/problemset/problem/482/B
25,GreenhouseEffect,http://codeforces.com/problemset/problem/269/B
26,TheBrandNewFunction,http://codeforces.com/problemset/problem/243/A
27,Caesar'sLegions,http://codeforces.com/problemset/problem/118/D
28,DimaandHares,http://codeforces.com/problemset/problem/358/D
29,AlmostArithmeticalProgression,http://codeforces.com/problemset/problem/255/C
30,Hamburgers,http://codeforces.com/problemset/problem/371/C
31,PetyaandDivisors,http://codeforces.com/problemset/problem/111/B
32,Matrix,http://codeforces.com/problemset/problem/364/A
33,XeniaandWeights,http://codeforces.com/problemset/problem/339/C
34,Barcode,http://codeforces.com/problemset/problem/225/C
35,ColorStripe,http://codeforces.com/problemset/problem/219/C
36,XeniaandBitOperations,http://codeforces.com/problemset/problem/339/D
37,CielandRobot,http://codeforces.com/problemset/problem/321/A
38,LittleElephantandInterval,http://codeforces.com/problemset/problem/204/A
39,LittleElephantandCards,http://codeforces.com/problemset/problem/204/B
40,GoodSequences,http://codeforces.com/problemset/problem/264/B
41,k-Tree,http://codeforces.com/problemset/problem/431/C
42,MikeandFeet,http://codeforces.com/problemset/problem/547/B
43,AndreyandProblem,http://codeforces.com/problemset/problem/442/B
44,MaximumSubmatrix2,http://codeforces.com/problemset/problem/375/B
45,Password,http://codeforces.com/problemset/problem/126/B
46,GoodSubstrings,http://codeforces.com/problemset/problem/271/D
47,GukiZhatesBoxes,http://codeforces.com/problemset/problem/551/C
48,RegularBridge,http://codeforces.com/problemset/problem/550/D
49,MUHandCubeWalls,http://codeforces.com/problemset/problem/471/D
50,LittlePonyandHarmonyChest,http://codeforces.com/problemset/problem/453/B
51,SerejaandBrackets,http://codeforces.com/problemset/problem/380/C
52,ObsessiveString,http://codeforces.com/problemset/problem/494/B
53,GargariandBishops,http://codeforces.com/problemset/problem/463/C
54,ApplemanandTree,http://codeforces.com/problemset/problem/461/B
55,SoldierandNumberGame,http://codeforces.com/problemset/problem/546/D
56,LuckyTree,http://codeforces.com/problemset/problem/109/C
57,MissileSilos,http://codeforces.com/problemset/problem/144/D
58,SerejaandtheArrangementofNumbers,http://codeforces.com/problemset/problem/367/C
59,Enemyisweak,http://codeforces.com/problemset/problem/61/E
60,AandBandInterestingSubstrings,http://codeforces.com/problemset/problem/519/D
61,EquivalentStrings,http://codeforces.com/problemset/problem/559/B
62,BookofEvil,http://codeforces.com/problemset/problem/337/D
63,DimaandBacteria,http://codeforces.com/problemset/problem/400/D
64,Present,http://codeforces.com/problemset/problem/460/C
65,CieltheCommander,http://codeforces.com/problemset/problem/321/C
66,PashmakandBuses,http://codeforces.com/problemset/problem/459/C
67,PashmakandParmida'sproblem,http://codeforces.com/problemset/problem/459/D
68,CountGoodSubstrings,http://codeforces.com/problemset/problem/451/D
69,BookofEvil,http://codeforces.com/problemset/problem/337/D
70,Civilization,http://codeforces.com/problemset/problem/455/C
71,PaintingFence,http://codeforces.com/problemset/problem/448/C
72,AandBandLectureRooms,http://codeforces.com/problemset/problem/519/E
73,WaterTree,http://codeforces.com/problemset/problem/343/D
74,ChoosingBalls,http://codeforces.com/problemset/problem/264/C
75,WattoandMechanism,http://codeforces.com/problemset/problem/514/C
76,MultiplicationTable,http://codeforces.com/problemset/problem/448/D
77,CharacteristicsofRectangles,http://codeforces.com/problemset/problem/333/D
78,LuckyCommonSubsequence,http://codeforces.com/problemset/problem/346/B
79,PrefixesandSuffixes,http://codeforces.com/problemset/problem/432/D
80,SerejaansAnagrams,http://codeforces.com/problemset/problem/367/B
81,XORonSegment,http://codeforces.com/problemset/problem/242/E
82,Porcelain,http://codeforces.com/problemset/problem/148/E
83,DevuandhisBrother,http://codeforces.com/problemset/problem/439/D
84,EternalVictory,http://codeforces.com/problemset/problem/61/D
85,Red-GreenTowers,http://codeforces.com/problemset/problem/478/D
86,ChoosingCapitalforTreeland,http://codeforces.com/problemset/problem/219/D
87,RomanandNumbers,http://codeforces.com/problemset/problem/401/D
88,Vessels,http://codeforces.com/problemset/problem/371/D
89,Propagatingtree,http://codeforces.com/problemset/problem/383/C
90,Bagofmice,http://codeforces.com/problemset/problem/148/D
91,ALotofGames,http://codeforces.com/problemset/problem/455/B
92,PairofNumbers,http://codeforces.com/problemset/problem/359/D
93,PashmakandGraph,http://codeforces.com/problemset/problem/459/E
94,Petr#,http://codeforces.com/problemset/problem/113/B
95,TheChildandSequence,http://codeforces.com/problemset/problem/438/D
96,VasyaandBeautifulArrays,http://codeforces.com/problemset/problem/354/C
97,LittleGirlandProblemonTrees,http://codeforces.com/problemset/problem/276/E
98,Antimatter,http://codeforces.com/problemset/problem/383/D
99,TreeRequests,http://codeforces.com/problemset/problem/570/D
